nr_powiatu;Obwodowa Komisja Wyborcza nr;BARTOSZEWICZ Artur;BIEJAT Magdalena Agnieszka;BRAUN Grzegorz Michał;HOŁOWNIA Szymon Franciszek;JAKUBIAK Marek;MACIAK Maciej;MENTZEN Sławomir Jerzy;NAWROCKI Karol Tadeusz;SENYSZYN Joanna;STANOWSKI Krzysztof Jakub;TRZASKOWSKI Rafał Kazimierz;WOCH Marek Marian;ZANDBERG Adrian Tadeusz;
60312;Obwodowa Komisja Wyborcza numer 2;0;6;37;3;2;0;52;112;3;0;12;0;2;
60407;Obwodowa Komisja Wyborcza numer 7;0;2;13;4;1;0;24;80;0;1;3;0;1;
60407;Obwodowa Komisja Wyborcza numer 3;2;1;18;8;2;1;42;76;0;3;38;0;10;
60312;Obwodowa Komisja Wyborcza numer 3;0;4;12;2;0;1;30;112;1;3;7;0;0;
60402;Obwodowa Komisja Wyborcza numer 8;0;3;18;3;0;0;15;40;1;0;5;0;1;
60402;Obwodowa Komisja Wyborcza numer 6;1;12;21;15;7;0;35;64;2;1;32;0;2;
60407;Obwodowa Komisja Wyborcza numer 1;1;9;48;12;3;1;86;249;2;4;59;0;14;
60402;Obwodowa Komisja Wyborcza numer 7;4;6;16;10;2;1;50;127;4;2;36;1;4;
60312;Obwodowa Komisja Wyborcza numer 1;1;4;27;2;0;0;19;46;0;1;13;0;1;
60312;Obwodowa Komisja Wyborcza numer 5;0;3;18;4;0;1;26;77;0;1;9;0;3;
60407;Obwodowa Komisja Wyborcza numer 5;3;7;98;9;9;3;118;259;1;2;42;1;5;
60405;Obwodowa Komisja Wyborcza numer 9;2;1;29;6;2;0;41;133;1;3;24;1;4;
60312;Obwodowa Komisja Wyborcza numer 6;1;10;37;8;4;1;61;121;1;4;19;1;5;
60405;Obwodowa Komisja Wyborcza numer 7;1;8;9;10;1;0;39;66;2;2;35;0;4;
60405;Obwodowa Komisja Wyborcza numer 10;2;6;31;13;2;5;56;116;1;2;38;0;2;
60405;Obwodowa Komisja Wyborcza numer 6;5;11;39;11;2;2;55;172;3;4;51;0;3;
60312;Obwodowa Komisja Wyborcza numer 10;1;4;33;6;1;0;62;144;0;1;49;0;11;
60405;Obwodowa Komisja Wyborcza numer 4;0;2;20;6;1;0;45;80;0;1;23;0;6;
60405;Obwodowa Komisja Wyborcza numer 8;2;6;22;17;2;1;38;120;0;0;27;1;1;
60405;Obwodowa Komisja Wyborcza numer 5;0;6;19;4;0;0;27;122;1;3;19;0;6;
60312;Obwodowa Komisja Wyborcza numer 9;2;2;28;4;3;0;25;55;3;1;18;0;1;
60312;Obwodowa Komisja Wyborcza numer 7;0;3;26;3;0;5;26;56;0;1;5;0;3;
60405;Obwodowa Komisja Wyborcza numer 3;2;6;36;12;7;0;81;178;4;3;57;0;8;
60405;Obwodowa Komisja Wyborcza numer 2;1;3;16;6;1;1;19;62;2;1;23;0;2;
60312;Obwodowa Komisja Wyborcza numer 8;0;4;35;5;3;0;50;101;2;2;24;0;1;
60405;Obwodowa Komisja Wyborcza numer 1;6;14;46;33;13;3;124;257;7;8;115;0;15;
60405;Obwodowa Komisja Wyborcza numer 11;2;4;6;6;3;1;2;22;2;0;6;1;1;
60401;Obwodowa Komisja Wyborcza numer 3;2;15;72;16;8;1;99;202;2;2;126;0;6;
60401;Obwodowa Komisja Wyborcza numer 9;4;9;43;19;0;0;59;157;1;1;150;2;14;
60401;Obwodowa Komisja Wyborcza numer 2;2;19;62;17;4;0;110;208;7;7;122;0;21;
60401;Obwodowa Komisja Wyborcza numer 7;0;12;32;9;2;0;44;184;1;3;145;0;11;
60401;Obwodowa Komisja Wyborcza numer 1;5;26;76;35;7;1;98;266;6;5;136;3;18;
60401;Obwodowa Komisja Wyborcza numer 4;2;8;47;21;6;0;78;198;2;6;154;0;12;
60401;Obwodowa Komisja Wyborcza numer 12;1;16;36;11;2;0;62;175;1;3;159;0;11;
60401;Obwodowa Komisja Wyborcza numer 15;0;1;5;1;1;1;5;47;0;0;18;0;0;
60401;Obwodowa Komisja Wyborcza numer 8;1;13;52;21;4;0;64;153;3;2;149;0;8;
60401;Obwodowa Komisja Wyborcza numer 11;3;11;28;22;5;0;60;139;3;2;146;0;14;
60401;Obwodowa Komisja Wyborcza numer 16;0;21;3;21;1;1;52;21;2;3;211;0;2;
60401;Obwodowa Komisja Wyborcza numer 13;3;15;39;15;1;0;51;170;8;6;158;0;11;
60401;Obwodowa Komisja Wyborcza numer 14;2;15;60;25;2;0;111;201;9;5;205;0;18;
60401;Obwodowa Komisja Wyborcza numer 6;5;33;97;35;3;0;148;343;10;6;230;0;24;
60401;Obwodowa Komisja Wyborcza numer 5;1;17;33;33;0;1;69;147;7;3;165;0;14;
60401;Obwodowa Komisja Wyborcza numer 10;1;13;36;23;0;3;60;113;0;1;164;0;8;
60403;Obwodowa Komisja Wyborcza numer 1;6;14;82;15;2;3;129;272;10;6;97;0;8;
60403;Obwodowa Komisja Wyborcza numer 3;1;3;20;5;2;0;27;63;0;1;19;0;1;
60404;Obwodowa Komisja Wyborcza numer 10;0;12;60;17;3;0;112;254;4;4;44;0;9;
60403;Obwodowa Komisja Wyborcza numer 5;4;21;104;37;8;2;101;245;5;0;137;0;16;
60403;Obwodowa Komisja Wyborcza numer 6;0;2;22;1;3;2;31;68;0;2;21;0;0;
60403;Obwodowa Komisja Wyborcza numer 4;0;4;43;15;2;0;62;107;3;1;37;0;6;
60404;Obwodowa Komisja Wyborcza numer 6;0;6;27;10;1;0;34;97;0;2;35;2;4;
60404;Obwodowa Komisja Wyborcza numer 9;2;14;39;10;4;0;90;167;0;1;55;0;12;
60403;Obwodowa Komisja Wyborcza numer 2;0;3;18;5;0;0;26;74;0;1;12;0;6;
60404;Obwodowa Komisja Wyborcza numer 5;2;5;15;1;0;1;44;61;2;1;12;0;2;
60404;Obwodowa Komisja Wyborcza numer 4;1;5;24;6;1;0;53;61;2;1;24;0;10;
60404;Obwodowa Komisja Wyborcza numer 1;0;8;50;20;4;0;87;153;6;2;58;0;13;
60404;Obwodowa Komisja Wyborcza numer 3;0;9;21;6;2;0;26;62;1;1;19;0;5;
60404;Obwodowa Komisja Wyborcza numer 2;0;3;44;5;0;0;50;133;1;1;23;0;6;
60404;Obwodowa Komisja Wyborcza numer 7;1;2;20;4;2;0;45;54;0;1;36;0;1;
60404;Obwodowa Komisja Wyborcza numer 8;2;8;45;9;1;0;64;132;1;6;66;0;13;
60404;Obwodowa Komisja Wyborcza numer 12;0;2;34;2;1;1;27;93;0;1;8;2;5;
60404;Obwodowa Komisja Wyborcza numer 20;1;4;21;1;1;0;27;51;1;0;15;0;6;
60501;Obwodowa Komisja Wyborcza numer 4;1;4;22;4;1;0;58;142;2;2;16;0;9;
60404;Obwodowa Komisja Wyborcza numer 13;2;4;37;7;1;0;39;95;1;4;16;0;3;
60404;Obwodowa Komisja Wyborcza numer 17;0;7;21;5;1;0;38;34;3;0;20;0;3;
60404;Obwodowa Komisja Wyborcza numer 11;0;4;14;5;3;0;44;110;1;1;32;0;3;
60502;Obwodowa Komisja Wyborcza numer 1;3;1;49;12;5;0;74;323;0;0;18;0;6;
60404;Obwodowa Komisja Wyborcza numer 19;0;7;8;9;1;0;28;38;2;0;18;0;1;
60404;Obwodowa Komisja Wyborcza numer 14;1;2;9;10;0;1;42;54;1;0;26;0;1;
60501;Obwodowa Komisja Wyborcza numer 3;4;2;32;10;4;0;114;298;1;1;9;0;4;
60501;Obwodowa Komisja Wyborcza numer 2;1;7;88;32;5;2;121;364;1;4;47;0;15;
60404;Obwodowa Komisja Wyborcza numer 16;2;4;15;9;3;1;37;68;1;1;39;0;3;
60501;Obwodowa Komisja Wyborcza numer 1;1;1;39;12;3;0;59;157;1;3;15;0;9;
60404;Obwodowa Komisja Wyborcza numer 15;0;15;14;12;0;0;43;69;1;0;20;0;2;
60404;Obwodowa Komisja Wyborcza numer 18;1;1;13;3;3;0;25;57;0;0;6;0;1;
60502;Obwodowa Komisja Wyborcza numer 2;2;2;44;1;4;0;43;294;0;1;8;0;4;
60502;Obwodowa Komisja Wyborcza numer 3;0;0;37;7;0;0;50;159;2;2;4;0;2;
60602;Obwodowa Komisja Wyborcza numer 5;0;9;44;8;4;1;54;194;0;0;39;0;8;
60602;Obwodowa Komisja Wyborcza numer 4;1;14;27;7;2;0;73;132;0;5;30;0;16;
60503;Obwodowa Komisja Wyborcza numer 5;1;0;22;8;6;4;40;143;1;2;16;0;0;
60503;Obwodowa Komisja Wyborcza numer 1;1;0;99;11;7;1;116;379;1;7;35;0;6;
60602;Obwodowa Komisja Wyborcza numer 2;1;3;37;10;5;0;56;183;2;5;33;0;20;
60602;Obwodowa Komisja Wyborcza numer 3;0;6;49;25;6;0;113;305;3;3;35;0;5;
60503;Obwodowa Komisja Wyborcza numer 3;0;3;68;10;7;1;67;212;2;0;14;1;4;
60503;Obwodowa Komisja Wyborcza numer 2;1;4;74;7;1;1;105;290;0;2;23;0;12;
60602;Obwodowa Komisja Wyborcza numer 6;0;2;5;1;2;0;17;82;0;0;4;0;2;
60503;Obwodowa Komisja Wyborcza numer 4;0;3;17;3;3;0;44;187;0;1;3;0;2;
60602;Obwodowa Komisja Wyborcza numer 1;5;19;61;45;5;1;107;287;4;11;75;1;34;
60503;Obwodowa Komisja Wyborcza numer 6;1;3;51;4;3;0;49;230;1;2;9;0;2;
60502;Obwodowa Komisja Wyborcza numer 4;0;1;24;5;0;0;65;170;1;4;10;0;5;
60503;Obwodowa Komisja Wyborcza numer 7;1;5;40;2;2;0;77;234;1;1;6;0;10;
60502;Obwodowa Komisja Wyborcza numer 5;1;2;14;2;1;0;32;90;1;3;5;0;2;
60503;Obwodowa Komisja Wyborcza numer 8;2;3;20;7;5;1;59;228;3;0;13;0;12;
60609;Obwodowa Komisja Wyborcza numer 1;0;4;11;2;1;0;21;83;1;1;30;3;3;
60609;Obwodowa Komisja Wyborcza numer 2;0;16;38;23;5;1;107;186;4;4;77;0;14;
60408;Obwodowa Komisja Wyborcza numer 6;3;4;24;5;1;0;32;83;3;2;28;0;6;
60408;Obwodowa Komisja Wyborcza numer 5;0;5;50;6;4;0;104;227;5;3;35;1;11;
60408;Obwodowa Komisja Wyborcza numer 3;0;3;13;4;1;0;39;92;1;2;30;0;2;
60609;Obwodowa Komisja Wyborcza numer 4;0;4;22;6;1;0;35;98;0;1;24;0;3;
60609;Obwodowa Komisja Wyborcza numer 3;1;4;30;9;6;1;59;145;4;1;34;1;5;
60408;Obwodowa Komisja Wyborcza numer 4;2;6;21;8;1;0;54;152;3;4;31;1;5;
60408;Obwodowa Komisja Wyborcza numer 10;2;6;41;8;3;0;45;108;4;4;27;0;4;
60408;Obwodowa Komisja Wyborcza numer 2;0;18;53;12;11;0;83;241;5;4;121;0;21;
60609;Obwodowa Komisja Wyborcza numer 5;3;3;7;6;4;2;48;90;2;1;17;0;1;
60408;Obwodowa Komisja Wyborcza numer 8;3;3;9;13;3;0;39;100;0;0;18;0;10;
60408;Obwodowa Komisja Wyborcza numer 1;4;22;87;19;8;1;154;283;5;6;107;2;22;
60408;Obwodowa Komisja Wyborcza numer 7;4;2;35;11;3;1;92;205;1;2;53;1;8;
60408;Obwodowa Komisja Wyborcza numer 9;0;2;12;0;1;0;42;82;0;0;22;0;1;
60408;Obwodowa Komisja Wyborcza numer 15;3;1;1;2;2;1;3;21;1;1;7;1;0;
60507;Obwodowa Komisja Wyborcza numer 3;2;7;46;15;4;0;94;263;0;1;54;0;10;
60408;Obwodowa Komisja Wyborcza numer 11;0;8;16;7;3;2;26;61;1;1;24;1;4;
60408;Obwodowa Komisja Wyborcza numer 14;0;1;6;3;1;0;16;46;3;1;3;0;4;
60507;Obwodowa Komisja Wyborcza numer 5;3;0;4;1;2;0;27;77;0;0;5;0;3;
60506;Obwodowa Komisja Wyborcza numer 2;6;26;89;17;8;0;107;293;4;7;127;0;17;
60408;Obwodowa Komisja Wyborcza numer 13;5;2;16;2;0;1;18;60;0;0;11;0;1;
60506;Obwodowa Komisja Wyborcza numer 1;2;13;88;22;8;6;184;469;7;4;102;1;24;
60507;Obwodowa Komisja Wyborcza numer 4;1;5;11;0;4;1;23;99;3;2;7;2;5;
60506;Obwodowa Komisja Wyborcza numer 3;0;4;24;10;1;0;46;94;3;0;26;0;5;
60507;Obwodowa Komisja Wyborcza numer 7;0;1;9;0;0;0;16;94;0;2;9;2;2;
60506;Obwodowa Komisja Wyborcza numer 4;1;2;28;3;1;1;38;130;2;2;16;0;1;
60408;Obwodowa Komisja Wyborcza numer 12;1;4;6;2;1;0;20;39;0;0;8;0;1;
60507;Obwodowa Komisja Wyborcza numer 2;3;5;47;5;2;2;75;262;4;1;36;0;7;
60507;Obwodowa Komisja Wyborcza numer 1;3;8;90;17;5;2;139;330;4;4;61;0;13;
60507;Obwodowa Komisja Wyborcza numer 6;0;5;13;2;2;0;28;55;0;0;8;0;2;
60506;Obwodowa Komisja Wyborcza numer 6;3;6;85;21;3;0;154;431;9;4;56;2;9;
60504;Obwodowa Komisja Wyborcza numer 1;1;2;109;17;22;3;217;756;8;5;22;0;7;
60506;Obwodowa Komisja Wyborcza numer 5;0;6;44;15;5;0;87;306;4;7;33;0;13;
60603;Obwodowa Komisja Wyborcza numer 7;0;2;13;5;0;0;23;51;1;1;11;0;5;
60504;Obwodowa Komisja Wyborcza numer 2;2;4;48;3;4;2;63;232;1;4;6;0;3;
60603;Obwodowa Komisja Wyborcza numer 5;4;5;24;5;2;0;56;133;1;0;31;0;6;
60504;Obwodowa Komisja Wyborcza numer 4;1;7;70;24;3;2;124;537;0;7;43;1;6;
60603;Obwodowa Komisja Wyborcza numer 2;1;7;25;14;2;0;44;122;1;1;32;3;4;
60603;Obwodowa Komisja Wyborcza numer 1;2;7;34;10;4;0;78;135;5;2;56;2;11;
60603;Obwodowa Komisja Wyborcza numer 8;2;2;13;7;4;0;29;57;2;1;35;0;4;
60504;Obwodowa Komisja Wyborcza numer 5;3;4;121;5;3;0;147;512;2;2;12;0;16;
60603;Obwodowa Komisja Wyborcza numer 3;2;4;23;12;3;1;30;76;0;0;65;0;12;
60603;Obwodowa Komisja Wyborcza numer 4;0;4;7;1;2;0;22;64;2;1;6;0;3;
60504;;0;1;20;5;1;0;25;134;0;0;4;0;1;
60604;Obwodowa Komisja Wyborcza numer 1;1;15;75;34;9;2;116;296;5;5;183;1;25;
60603;Obwodowa Komisja Wyborcza numer 6;0;1;4;0;0;0;5;22;1;0;7;0;1;
60604;Obwodowa Komisja Wyborcza numer 7;3;9;50;9;2;0;71;240;2;1;44;0;4;
60604;Obwodowa Komisja Wyborcza numer 9;0;3;26;11;1;0;47;107;4;0;28;0;12;
60604;Obwodowa Komisja Wyborcza numer 2;0;10;32;13;2;1;74;104;4;3;47;0;13;
60505;Obwodowa Komisja Wyborcza numer 1;5;14;143;36;12;4;161;514;7;15;187;2;23;
60604;Obwodowa Komisja Wyborcza numer 8;3;7;33;15;2;3;71;210;1;5;29;0;18;
60505;Obwodowa Komisja Wyborcza numer 6;13;34;133;34;15;1;178;607;3;11;190;0;35;
60604;Obwodowa Komisja Wyborcza numer 3;0;7;23;7;3;1;43;145;6;4;66;0;13;
60604;Obwodowa Komisja Wyborcza numer 6;1;3;16;6;5;2;52;138;1;2;29;0;4;
60505;Obwodowa Komisja Wyborcza numer 4;2;21;106;19;6;2;105;345;4;11;171;1;31;
60505;Obwodowa Komisja Wyborcza numer 2;7;21;65;22;8;1;105;384;3;9;141;0;23;
60505;Obwodowa Komisja Wyborcza numer 7;1;6;24;2;2;0;31;115;1;3;20;0;6;
60505;Obwodowa Komisja Wyborcza numer 8;0;3;96;9;2;3;109;412;6;4;57;0;13;
60604;Obwodowa Komisja Wyborcza numer 4;1;6;35;10;3;0;64;159;1;2;57;0;15;
60505;Obwodowa Komisja Wyborcza numer 5;4;34;122;50;13;3;211;665;2;22;228;1;46;
60604;Obwodowa Komisja Wyborcza numer 5;0;2;66;14;2;0;84;181;8;2;71;0;12;
60505;Obwodowa Komisja Wyborcza numer 3;8;27;91;34;13;1;179;501;8;10;276;0;22;
60505;Obwodowa Komisja Wyborcza numer 10;0;1;3;0;1;0;2;29;1;1;4;0;0;
60607;Obwodowa Komisja Wyborcza numer 5;1;3;24;7;4;0;34;58;1;2;28;0;4;
60505;Obwodowa Komisja Wyborcza numer 9;1;6;56;17;5;0;74;241;1;6;41;0;15;
60606;Obwodowa Komisja Wyborcza numer 2;3;26;54;23;4;1;113;186;9;6;124;0;9;
60606;Obwodowa Komisja Wyborcza numer 4;0;0;9;0;2;0;14;50;0;1;13;1;2;
60607;Obwodowa Komisja Wyborcza numer 1;2;5;32;0;1;0;28;134;2;1;15;1;3;
60606;Obwodowa Komisja Wyborcza numer 5;0;2;4;0;2;0;10;29;0;2;9;0;4;
60607;Obwodowa Komisja Wyborcza numer 6;0;6;21;1;0;0;36;80;1;2;23;0;2;
60607;Obwodowa Komisja Wyborcza numer 7;2;1;5;3;1;0;22;59;0;0;13;0;3;
60607;Obwodowa Komisja Wyborcza numer 3;4;6;36;10;5;0;63;228;5;5;47;2;16;
60606;Obwodowa Komisja Wyborcza numer 3;1;1;5;1;0;0;8;72;2;1;13;0;0;
60606;Obwodowa Komisja Wyborcza numer 6;0;2;12;3;0;1;18;53;1;1;18;0;3;
60607;Obwodowa Komisja Wyborcza numer 4;2;4;17;1;2;1;31;71;3;0;22;0;9;
60606;Obwodowa Komisja Wyborcza numer 1;0;0;8;7;1;0;31;66;2;1;23;0;5;
60607;Obwodowa Komisja Wyborcza numer 2;2;3;16;5;4;0;65;147;1;0;38;0;5;
60607;Obwodowa Komisja Wyborcza numer 8;0;6;18;1;0;0;38;93;0;0;33;0;7;
60606;Obwodowa Komisja Wyborcza numer 7;4;10;42;20;4;0;91;137;4;2;42;0;6;
60606;Obwodowa Komisja Wyborcza numer 8;0;1;5;4;5;0;8;45;0;0;9;0;1;
60601;Obwodowa Komisja Wyborcza numer 1;2;13;34;25;3;2;66;138;8;4;187;1;15;
60606;Obwodowa Komisja Wyborcza numer 10;7;3;0;2;0;0;2;14;1;1;6;0;0;
60601;Obwodowa Komisja Wyborcza numer 6;1;8;22;19;7;1;54;127;4;3;147;0;13;
60601;Obwodowa Komisja Wyborcza numer 4;0;16;30;2;4;1;50;131;4;0;129;1;19;
60601;Obwodowa Komisja Wyborcza numer 2;5;14;68;26;8;0;114;179;10;9;137;3;23;
60606;Obwodowa Komisja Wyborcza numer 11;0;1;2;1;0;0;0;18;0;0;2;0;0;
60601;Obwodowa Komisja Wyborcza numer 5;5;17;48;23;4;3;106;199;7;5;163;1;21;
60601;Obwodowa Komisja Wyborcza numer 3;0;29;50;32;5;0;128;192;4;7;131;0;20;
60601;Obwodowa Komisja Wyborcza numer 7;5;26;53;33;7;0;102;193;5;10;157;0;20;
60601;Obwodowa Komisja Wyborcza numer 11;1;16;39;33;7;1;65;217;8;1;214;0;25;
60601;Obwodowa Komisja Wyborcza numer 8;8;17;29;17;6;2;58;150;2;3;193;0;16;
60606;Obwodowa Komisja Wyborcza numer 9;1;0;2;3;0;0;5;13;1;0;7;0;1;
60601;Obwodowa Komisja Wyborcza numer 10;2;19;29;14;4;0;46;160;3;4;149;0;15;
60601;Obwodowa Komisja Wyborcza numer 9;3;21;42;27;6;2;72;176;4;3;158;1;24;
60601;Obwodowa Komisja Wyborcza numer 18;2;0;1;2;0;1;1;3;0;0;14;0;0;
60605;Obwodowa Komisja Wyborcza numer 5;0;5;27;9;3;1;55;73;1;0;28;1;8;
60601;Obwodowa Komisja Wyborcza numer 17;0;8;3;7;1;0;19;16;0;1;32;0;0;
60601;Obwodowa Komisja Wyborcza numer 12;0;12;23;15;6;0;60;191;2;6;135;0;15;
60601;Obwodowa Komisja Wyborcza numer 16;0;2;2;5;1;1;3;35;0;0;18;0;3;
60605;Obwodowa Komisja Wyborcza numer 2;0;4;28;8;2;0;23;68;2;4;38;0;6;
60605;Obwodowa Komisja Wyborcza numer 1;3;11;11;2;0;1;24;45;3;0;31;1;5;
60601;Obwodowa Komisja Wyborcza numer 14;0;29;54;27;7;0;98;242;7;13;282;1;33;
60605;Obwodowa Komisja Wyborcza numer 4;0;7;25;7;2;0;61;112;1;1;26;0;6;
60605;Obwodowa Komisja Wyborcza numer 3;0;6;4;10;1;1;28;65;4;1;38;0;2;
60601;Obwodowa Komisja Wyborcza numer 15;3;12;51;36;10;0;86;171;5;8;149;1;28;
60605;Obwodowa Komisja Wyborcza numer 6;0;7;24;22;3;0;52;136;4;4;47;0;16;
60605;Obwodowa Komisja Wyborcza numer 7;1;4;29;10;0;0;40;118;2;2;37;1;2;
60605;Obwodowa Komisja Wyborcza numer 9;1;2;7;3;0;2;26;51;0;1;25;0;2;
60601;Obwodowa Komisja Wyborcza numer 13;4;19;47;18;9;2;69;200;4;6;230;0;18;
60605;Obwodowa Komisja Wyborcza numer 8;3;4;41;9;2;1;59;139;2;1;34;0;3;
60610;Obwodowa Komisja Wyborcza numer 1;1;11;29;18;5;6;55;125;6;2;69;0;9;
60605;Obwodowa Komisja Wyborcza numer 15;4;11;24;9;4;1;51;116;1;0;51;0;8;
60605;Obwodowa Komisja Wyborcza numer 17;0;6;14;10;2;0;24;43;1;0;49;0;7;
60605;Obwodowa Komisja Wyborcza numer 16;3;7;32;11;1;1;42;103;7;0;65;1;15;
60610;Obwodowa Komisja Wyborcza numer 3;1;7;25;23;3;1;46;59;2;0;75;0;11;
60605;Obwodowa Komisja Wyborcza numer 19;0;4;16;7;1;0;21;62;2;4;37;0;2;
60605;Obwodowa Komisja Wyborcza numer 18;0;6;4;4;2;1;33;45;3;0;9;0;3;
60605;Obwodowa Komisja Wyborcza numer 11;1;3;17;2;0;0;55;92;1;1;26;0;2;
60605;Obwodowa Komisja Wyborcza numer 13;0;5;11;3;0;0;20;48;5;2;23;0;9;
60610;Obwodowa Komisja Wyborcza numer 6;0;1;6;4;0;0;10;39;1;0;23;0;1;
60610;Obwodowa Komisja Wyborcza numer 4;0;4;12;4;0;2;33;69;3;2;40;2;4;
60605;Obwodowa Komisja Wyborcza numer 12;0;9;13;2;0;0;28;40;1;0;18;0;5;
60605;Obwodowa Komisja Wyborcza numer 10;1;2;11;5;1;0;23;41;0;0;11;0;0;
60605;Obwodowa Komisja Wyborcza numer 14;2;11;38;15;2;1;63;121;0;1;91;0;15;
60610;Obwodowa Komisja Wyborcza numer 2;0;9;79;45;2;4;101;191;3;7;115;0;16;
60610;Obwodowa Komisja Wyborcza numer 5;0;6;10;7;0;0;24;76;2;2;24;0;9;
60705;Obwodowa Komisja Wyborcza numer 5;8;9;86;11;5;0;109;315;4;5;38;1;17;
60611;Obwodowa Komisja Wyborcza numer 2;1;10;39;21;4;2;108;223;2;6;95;0;9;
60611;Obwodowa Komisja Wyborcza numer 4;2;0;11;0;1;0;12;64;1;0;14;0;2;
60705;Obwodowa Komisja Wyborcza numer 1;1;27;81;38;3;3;148;364;9;8;147;0;17;
60610;Obwodowa Komisja Wyborcza numer 7;1;2;14;6;5;2;25;23;0;0;24;0;0;
60610;Obwodowa Komisja Wyborcza numer 8;0;5;18;14;1;0;27;42;1;0;34;0;3;
60611;Obwodowa Komisja Wyborcza numer 5;1;5;20;10;0;1;62;130;5;3;30;0;6;
60705;Obwodowa Komisja Wyborcza numer 4;2;12;103;35;6;3;97;343;5;16;113;1;26;
60611;Obwodowa Komisja Wyborcza numer 9;0;0;9;5;0;1;29;46;1;2;19;0;2;
60611;Obwodowa Komisja Wyborcza numer 7;1;2;18;3;4;0;40;107;2;1;9;1;4;
60611;Obwodowa Komisja Wyborcza numer 6;3;3;16;3;1;0;59;135;1;0;28;0;4;
60611;Obwodowa Komisja Wyborcza numer 8;1;6;21;2;1;0;47;168;1;1;23;0;8;
60611;Obwodowa Komisja Wyborcza numer 1;2;7;30;6;5;1;51;147;2;2;43;1;8;
60611;Obwodowa Komisja Wyborcza numer 3;1;4;23;9;0;0;43;122;1;0;27;0;4;
60705;Obwodowa Komisja Wyborcza numer 2;3;10;31;24;5;0;69;195;2;5;82;0;16;
60705;Obwodowa Komisja Wyborcza numer 3;0;20;128;36;7;1;142;315;4;13;92;1;31;
60703;Obwodowa Komisja Wyborcza numer 6;1;9;58;9;7;0;71;214;6;3;36;0;10;
60804;Obwodowa Komisja Wyborcza numer 1;1;14;29;9;4;0;57;191;2;9;35;0;16;
60804;Obwodowa Komisja Wyborcza numer 3;0;3;10;7;1;1;51;181;1;3;21;0;8;
60703;Obwodowa Komisja Wyborcza numer 1;2;10;53;36;5;4;101;278;2;5;98;1;24;
60709;Obwodowa Komisja Wyborcza numer 1;2;18;75;17;17;2;137;334;4;7;66;0;19;
60703;Obwodowa Komisja Wyborcza numer 2;1;3;66;11;7;1;71;172;6;4;23;1;5;
60703;Obwodowa Komisja Wyborcza numer 5;1;3;31;12;1;0;32;136;1;1;16;0;5;
60706;Obwodowa Komisja Wyborcza numer 2;0;4;34;5;1;0;59;270;2;4;20;1;8;
60709;Obwodowa Komisja Wyborcza numer 3;0;13;91;27;11;2;214;492;7;13;64;0;29;
60706;Obwodowa Komisja Wyborcza numer 1;0;3;20;5;2;0;39;95;2;3;17;0;7;
60706;Obwodowa Komisja Wyborcza numer 3;1;5;48;17;3;0;82;308;4;2;75;0;8;
60709;Obwodowa Komisja Wyborcza numer 4;2;6;61;15;2;0;93;214;5;2;37;0;11;
60703;Obwodowa Komisja Wyborcza numer 4;0;15;64;48;11;2;128;264;8;4;131;0;20;
60703;Obwodowa Komisja Wyborcza numer 3;0;12;44;13;4;0;65;111;0;1;18;1;2;
60804;Obwodowa Komisja Wyborcza numer 2;2;9;60;10;5;2;120;272;5;4;61;0;8;
60709;Obwodowa Komisja Wyborcza numer 2;2;14;84;37;9;0;155;403;4;7;54;1;22;
60706;Obwodowa Komisja Wyborcza numer 4;0;3;40;8;4;0;73;344;2;5;25;2;7;
60706;Obwodowa Komisja Wyborcza numer 6;0;4;16;2;4;0;43;156;0;4;18;0;3;
60706;Obwodowa Komisja Wyborcza numer 7;0;4;41;2;2;0;46;105;1;0;22;0;3;
60702;Obwodowa Komisja Wyborcza numer 1;3;31;74;21;6;1;122;314;11;9;160;1;19;
60706;Obwodowa Komisja Wyborcza numer 5;1;5;47;5;3;1;88;263;3;3;28;1;8;
60702;Obwodowa Komisja Wyborcza numer 4;1;7;27;8;1;0;79;223;1;0;29;0;5;
60702;Obwodowa Komisja Wyborcza numer 2;0;6;20;9;0;0;29;101;2;0;12;0;4;
60702;Obwodowa Komisja Wyborcza numer 10;3;14;45;23;0;1;95;217;1;9;108;0;12;
60704;Obwodowa Komisja Wyborcza numer 1;2;21;43;18;7;2;116;219;6;8;122;0;8;
60702;Obwodowa Komisja Wyborcza numer 5;0;8;90;20;1;0;77;318;7;4;69;0;10;
60706;Obwodowa Komisja Wyborcza numer 8;2;6;15;6;0;0;14;105;0;2;15;0;6;
60702;Obwodowa Komisja Wyborcza numer 8;1;1;18;8;1;0;34;105;5;0;28;0;3;
60702;Obwodowa Komisja Wyborcza numer 3;0;12;35;9;5;0;67;217;1;6;75;0;12;
60702;Obwodowa Komisja Wyborcza numer 9;0;3;27;12;0;1;60;107;2;1;18;0;7;
60702;Obwodowa Komisja Wyborcza numer 7;4;7;15;14;1;1;33;107;2;0;25;0;1;
60702;Obwodowa Komisja Wyborcza numer 6;1;0;15;9;1;0;32;176;0;1;23;0;4;
60704;Obwodowa Komisja Wyborcza numer 9;5;6;43;18;0;0;75;192;2;1;59;0;8;
60704;Obwodowa Komisja Wyborcza numer 11;3;3;16;7;0;0;40;100;5;1;13;0;3;
60710;Obwodowa Komisja Wyborcza numer 2;0;3;51;16;2;0;67;158;3;5;33;0;4;
